question,answer,context,source,subdomain
How has Mary Rezac contributed to the growth of undergraduate programs at her previous institution?,She established multiple new undergraduate programs and implemented programming focused on retention and diversity of undergraduate students.,"In this role, Rezac has managed the expansion of faculty research productivity, establishment of multiple new undergraduate programs and implementation of programming focused on retention and diversity of undergraduate students.",https://engr.ku.edu/news/article/2023/12/07/mary-rezac-named-new-dean-ku-school-engineering,engr.ku.edu
What is the purpose of the M2SEC Maps initiative?,The M2SEC Maps initiative aims to enhance understanding and accessibility of materials and processes for research and education in the field of materials science.,M2SEC Maps is an initiative designed to enhance understanding and accessibility of materials and processes.,https://engr.ku.edu/m2sec-maps,engr.ku.edu
How does McCormick describe the current use of the electromagnetic spectrum?,He describes it as 'highly underutilized' and states that it is 'largely vacant of signals.',"the electromagnetic spectrum on average is largely vacant of signals, which has prompted the U.S. government to promote sharing of the spectrum.",https://engr.ku.edu/news/article/2024/01/08/engineering-professor-receives-darpa-grant-research-radar-signal-processing,engr.ku.edu
What unique aspect of sensory experience does O'Hara mention about living in space?,"She notes the absence of simple sounds from Earth, such as falling rain and snow, and mentions how they are missed.","Other differences in space: Simple sounds on Earth — falling rain and snow, a splash in the ocean, a breeze in the trees — are noticeably absent, and much missed.",https://engr.ku.edu/news/article/2024/04/24/jayhawk-astronaut-connects-ku-students-space,engr.ku.edu
What is the historical significance of the lounge's transition from its original location?,"The lounge transitioned from a typical closet used by the Student Council for Recruiting, Motivating, and Educating Black Engineers in 1971 to a fully renovated, student-designed space for the Diversity and Women’s Programs.","Elaina Sutley noted that it’s quite a change from 1971, when the Student Council for Recruiting, Motivating, and Educating Black Engineers was founded and its members met in what had been a typical closet. 'Fifty-three years later we have a fully renovated, student-designed space for the Diversity and Women’s Programs — it’s pretty amazing.'",https://engr.ku.edu/news/article/new-ku-engineering-ihawke-student-lounge-named-for-joyce-and-mike-shinn,engr.ku.edu
What need does the establishment of a new biomedical engineering undergraduate degree generate?,"The establishment of a new biomedical engineering undergraduate degree requires new and substantial financial resources to support additional personnel, laboratory space, and equipment.","Biomedical Engineering Undergraduate Degree Launch Funds: To launch a new degree will take new and substantial financial resources to support additional personnel, laboratory space & equipment, etc.",http://bioengr.ku.edu/donate,bioengr.ku.edu
How does the credit limit for BIOE 860 Advanced Bioengineering Problems affect degree requirements?,The maximum credit that can be applied toward any degree from BIOE 860 is three hours unless a waiver is provided in writing by the academic director.,BIOE 860 Advanced Bioengineering Problems. 1-3 Hours... Maximum credit toward any degree is three hours unless waived in writing by the academic director.,http://bio.engr.ku.edu/bioengineering-courses,bio.engr.ku.edu
What common document is required from F-2 dependents during a visa interview?,The common document required is the new primary F-1's updated I-20.,Common documents you will be required to present at your visa interview include: New primary F-1's updated I-20.,https://iss.ku.edu/cos-travel-and-re-entry,iss.ku.edu
What is the location of the Office of the University Registrar at the University of Kansas?,"The Office of the University Registrar is located in the 1502 Building at 1502 Iowa St., Lawrence, Kansas 66045.","The University of Kansas Located in the 1502 Building 1502 Iowa St. Lawrence, Kansas 66045",https://registrar.ku.edu/contact-information,registrar.ku.edu
Which city has the most students listed in the Computer Science program?,"Overland Park, KS has the most students listed in the Computer Science program.","Computer Science, 2027 Hometown: Overland Park, KS ... Brett Balquist Computer Science, 2026 Hometown: Overland Park, KS ... Ian Lim Computer Science, 2025 Hometown: Overland Park, KS ... Nimra Syed Computer Science, 2026 Hometown: Overland Park, KS.",https://engr.ku.edu/self-computer-science,engr.ku.edu
What fee must be paid when submitting a Travel & Re-Entry Initial I-20 request?,There is a $350 SEVIS fee that must be paid before re-entering the U.S. or applying for a new F-1 visa.,"Pay form I-901 $350 SEVIS fee. Travel outside of the U.S., and re-enter to regain legal F-1 status with the new Initial I-20.",https://iss.ku.edu/f-1-regaining-legal-status,iss.ku.edu
